Best Params: {'colsample_bytree': 0.8, 'gamma': 0.2, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'reg_lambda': 0, 'scale_pos_weight': 10.82941976696043, 'subsample': 0.9}
{'colsample_bytree': 0.8, 'gamma': 0.4, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 500, 'reg_lambda': 1, 'scale_pos_weight': 10.82941976696043, 'subsample': 0.9} → 0.1837 ± 0.0039
{'colsample_bytree': 0.8, 'gamma': 0.4, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 700, 'reg_lambda': 0, 'scale_pos_weight': 10.82941976696043, 'subsample': 0.9} → 0.1585 ± 0.0026
{'colsample_bytree': 0.8, 'gamma': 0.4, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 700, 'reg_lambda': 1, 'scale_pos_weight': 10.82941976696043, 'subsample': 0.9} → 0.1574 ± 0.0025
{'colsample_bytree': 0.8, 'gamma': 0.4, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'reg_lambda': 0, 'scale_pos_weight': 10.82941976696043, 'subsample': 0.9} → 0.3088 ± 0.0001
{'colsample_bytree': 0.8, 'gamma': 0.4, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'reg_lambda': 1, 'scale_pos_weight': 10.82941976696043, 'subsample': 0.9} → 0.3088 ± 0.0003
{'colsample_bytree': 0.8, 'gamma': 0.4, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500, 'reg_lambda': 0, 'scale_pos_weight': 10.82941976696043, 'subsample': 0.9} → 0.3081 ± 0.0013
{'colsample_bytree': 0.8, 'gamma': 0.4, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500, 'reg_lambda': 1, 'scale_pos_weight': 10.82941976696043, 'subsample': 0.9} → 0.3081 ± 0.0010
{'colsample_bytree': 0.8, 'gamma': 0.4, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 700, 'reg_lambda': 0, 'scale_pos_weight': 10.82941976696043, 'subsample': 0.9} → 0.3060 ± 0.0018
{'colsample_bytree': 0.8, 'gamma': 0.4, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 700, 'reg_lambda': 1, 'scale_pos_weight': 10.82941976696043, 'subsample': 0.9} → 0.3059 ± 0.0016
{'colsample_bytree': 0.8, 'gamma': 0.4, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 300, 'reg_lambda': 0, 'scale_pos_weight': 10.82941976696043, 'subsample': 0.9} → 0.3065 ± 0.0010
{'colsample_bytree': 0.8, 'gamma': 0.4, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 300, 'reg_lambda': 1, 'scale_pos_weight': 10.82941976696043, 'subsample': 0.9} → 0.3065 ± 0.0009
{'colsample_bytree': 0.8, 'gamma': 0.4, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 500, 'reg_lambda': 0, 'scale_pos_weight': 10.82941976696043, 'subsample': 0.9} → 0.3047 ± 0.0024
{'colsample_bytree': 0.8, 'gamma': 0.4, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 500, 'reg_lambda': 1, 'scale_pos_weight': 10.82941976696043, 'subsample': 0.9} → 0.3047 ± 0.0030
{'colsample_bytree': 0.8, 'gamma': 0.4, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 700, 'reg_lambda': 0, 'scale_pos_weight': 10.82941976696043, 'subsample': 0.9} → 0.3016 ± 0.0021
{'colsample_bytree': 0.8, 'gamma': 0.4, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 700, 'reg_lambda': 1, 'scale_pos_weight': 10.82941976696043, 'subsample': 0.9} → 0.3021 ± 0.0029
{'colsample_bytree': 0.8, 'gamma': 0.4, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 300, 'reg_lambda': 0, 'scale_pos_weight': 10.82941976696043, 'subsample': 0.9} → 0.3041 ± 0.0009
{'colsample_bytree': 0.8, 'gamma': 0.4, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 300, 'reg_lambda': 1, 'scale_pos_weight': 10.82941976696043, 'subsample': 0.9} → 0.3040 ± 0.0013
{'colsample_bytree': 0.8, 'gamma': 0.4, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 500, 'reg_lambda': 0, 'scale_pos_weight': 10.82941976696043, 'subsample': 0.9} → 0.2999 ± 0.0015
{'colsample_bytree': 0.8, 'gamma': 0.4, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 500, 'reg_lambda': 1, 'scale_pos_weight': 10.82941976696043, 'subsample': 0.9} → 0.2990 ± 0.0022
{'colsample_bytree': 0.8, 'gamma': 0.4, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 700, 'reg_lambda': 0, 'scale_pos_weight': 10.82941976696043, 'subsample': 0.9} → 0.2950 ± 0.0025
{'colsample_bytree': 0.8, 'gamma': 0.4, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 700, 'reg_lambda': 1, 'scale_pos_weight': 10.82941976696043, 'subsample': 0.9} → 0.2955 ± 0.0020
{'colsample_bytree': 0.8, 'gamma': 0.4, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 300, 'reg_lambda': 0, 'scale_pos_weight': 10.82941976696043, 'subsample': 0.9} → 0.2981 ± 0.0008
{'colsample_bytree': 0.8, 'gamma': 0.4, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 300, 'reg_lambda': 1, 'scale_pos_weight': 10.82941976696043, 'subsample': 0.9} → 0.2980 ± 0.0009
{'colsample_bytree': 0.8, 'gamma': 0.4, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 500, 'reg_lambda': 0, 'scale_pos_weight': 10.82941976696043, 'subsample': 0.9} → 0.2911 ± 0.0021
{'colsample_bytree': 0.8, 'gamma': 0.4, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 500, 'reg_lambda': 1, 'scale_pos_weight': 10.82941976696043, 'subsample': 0.9} → 0.2908 ± 0.0014
{'colsample_bytree': 0.8, 'gamma': 0.4, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 700, 'reg_lambda': 0, 'scale_pos_weight': 10.82941976696043, 'subsample': 0.9} → 0.2843 ± 0.0023
{'colsample_bytree': 0.8, 'gamma': 0.4, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 700, 'reg_lambda': 1, 'scale_pos_weight': 10.82941976696043, 'subsample': 0.9} → 0.2855 ± 0.0015
